,0,1,2
61420ab64e27a1844a5f0576,1.8636390937243466,0.6922680099163536,0.5856855494873778
6141f2dbee0a3fd43fb47d9b,2.389552559507874,0.49088268611315833,0.261157422829086
6141d254ee0a3fd43fb47b15,1.8660234870090697,0.7912462521524537,0.48432291281892265
6141f580baaf234b3529051e,1.2309594208763086,0.9553166171320076,0.9553166171320076
614244343ac25c70a5c6cb55,1.5707963267948966,1.079913649402531,0.49088268611315833
61420b594e27a1844a5f057e,1.8925468853901604,0.8441539845476563,0.404891786330925
6141d04d31cf3ef3d4a9ee00,2.5261129433125373,0.33983691420031203,0.275642794253757
61421e01ee0a3fd43fb47eab,2.1963424112114307,0.6467874480314603,0.29846277920858894
6141cfacee0a3fd43fb47a59,2.322836414530327,0.557598821831084,0.261157422829086
6141eacc31cf3ef3d4a9f0ec,2.255515527171715,0.588954608562179,0.29712250769701876
614314893ac25c70a5c6cc9b,1.96209044707396,0.6056920129515259,0.5738101869419413
614322e631cf3ef3d4a9f6e8,1.5707963267948966,1.0610566439241547,0.5097396807660688
6141cf5abaaf234b352901d4,2.343998164714585,0.5993139032333349,0.19828060516503
6142afb54e27a1844a5f08e6,1.7008029803212337,0.7629416381100862,0.6778480315487668
6141d3613ac25c70a5c6c8d7,1.5707963267948966,1.1168350748369829,0.45396126131613046
6141e7613ac25c70a5c6c9b9,2.276019415049273,0.45519019135464595,0.4103830455733052
6141da0fbaaf234b352903a0,1.8925468853901604,1.0636978237508663,0.18534793336048588
614210fe31cf3ef3d4a9f2b4,1.712693385199952,0.8621700592190057,0.5667292132992634
6141cf194e27a1844a5efffe,1.7099197391151948,1.173096916714723,0.2585760035417837
6141f4d2ee0a3fd43fb47daf,1.3771380260752994,1.3771380260752994,0.3873165901022657
6142febc31cf3ef3d4a9f6ae,1.685757250380686,0.8910206764811371,0.5648147345132848
6143f2ab31cf3ef3d4a9f7b0,1.7701435359285433,1.1867939870912518,0.18465512900371803
61423ba831cf3ef3d4a9f3f4,1.5707963267948966,0.9346642587512027,0.6361320569806992
614249009cbada84a8676d01,1.6609024576431477,0.8117261197497881,0.6689640751596674
6141cf8531cf3ef3d4a9edaa,1.738244409395203,0.7016741173212294,0.7016741173212294
6141dd9f31cf3ef3d4a9effc,2.410488317653201,0.43436772089540676,0.29673660341742025
6141d1c8ee0a3fd43fb47af5,1.9998661792965196,0.629666641201311,0.5120598396645314
6141e6464e27a1844a5f0388,2.0113069868022277,0.8148269171544276,0.3154587518197196
6141e33d4e27a1844a5f0348,1.5707963267948966,0.8410686660957942,0.7297276599768613
6141e6a14e27a1844a5f0390,1.8636390937243466,0.8354818783604422,0.4424716906988115
6141f9c73ac25c70a5c6ca33,1.1592794807274085,0.9911565834492955,0.9911565834492955
61423512baaf234b3529066a,2.3267657364353656,0.6154797102772559,0.19934720173990816
6141d1334e27a1844a5f0104,2.1735908801373363,0.7170032521333863,0.250998523732555
6142698531cf3ef3d4a9f4e8,1.7609219337008906,0.8046336705529357,0.57603704520456
6142ce514e27a1844a5f0938,2.6213967652441448,0.33890541698338394,0.18129047751519264
6143902f3ac25c70a5c6cd13,2.3754300008343305,0.5235987831671762,0.24256388822646222
6141de079cbada84a8676a61,1.5707963267948966,1.183199643390053,0.3875966860534083
6141d8009cbada84a86769d3,2.0211519761198877,0.659687682643375,0.4607530013442141
6144fb533ac25c70a5c6cdab,2.2605713322944414,0.4405106717600416,0.4405106717600416
614356233ac25c70a5c6cce9,2.501070348043275,0.35673339232732,0.2837889305909253
6142834931cf3ef3d4a9f54c,1.1592794807274085,0.9911565834492955,0.9911565834492955
6141cf5a9cbada84a8676815,1.0998356222022565,1.0998356222022565,0.9419214063915956
614204a531cf3ef3d4a9f22c,1.49789607319525,0.8511987958954843,0.7924977879897139
6141d228ee0a3fd43fb47b0b,1.5707963267948966,1.3861518960467665,0.18464445375557575
6141d6544e27a1844a5f01ea,1.4961915392402232,1.031886960574353,0.6135141478983829
6141cf294e27a1844a5f001c,2.0692767596812596,0.6847192018029629,0.3875966860534083
